step,learning_rate,train_loss,val_loss
0,2.5e-06,5.034168395996094,5.040164003372192
50,0.0001275,4.8485234928131105,4.840733661651611
100,0.0002525,4.1083287525177,4.086141300201416
150,0.0003775,3.5168304586410524,3.471810231208801
200,0.0005,3.2415170097351074,3.1731741523742674
250,0.0004982865854130426,3.1273899602890016,3.057927060127258
300,0.0004931713270951222,3.0777359199523926,2.9851743602752685
350,0.00048472881703107254,2.923986988067627,2.850739288330078
400,0.0004730821660285043,2.8227401113510133,2.724558849334717
450,0.00045840120848500925,2.7013227891922,2.600901699066162
500,0.00044090002582020875,2.625623116493225,2.50976891040802
550,0.0004208338246865869,2.524585371017456,2.4426194190979005
600,0.0003984952154818216,2.5099368047714234,2.342207283973694
650,0.0003742099454302856,2.416385917663574,2.2639943885803224
700,0.0003483321484549959,2.376363034248352,2.2648020911216737
750,0.0003212391811075761,2.3580782318115237,2.2167930102348326
800,0.0002933261198600009,2.2895552206039427,2.2042609453201294
850,0.000265,2.252611198425293,2.165462305545807
900,0.0002366738801399991,2.250592980384827,2.1279033160209657
950,0.00020876081889242398,2.2062456226348877,2.1028574180603026
1000,0.0001816678515450041,2.2105626606941224,2.0974879813194276
1050,0.00015579005456971439,2.2036528754234315,2.10565203666687
1100,0.0001315047845181784,2.180285177230835,2.0879195046424868
1150,0.00010916617531341318,2.136296350955963,2.0470657324790955
1200,8.909997417979122e-05,2.149286036491394,2.0576130104064942
1250,7.159879151499076e-05,2.1522743630409242,2.0964022493362426
1300,5.69178339714957e-05,2.1650201725959777,2.054521243572235
1350,4.527118296892754e-05,2.149779086112976,2.036873469352722
1400,3.682867290487778e-05,2.1515065264701843,2.024488179683685
1450,3.171341458695732e-05,2.132124226093292,2.0475220704078674
1499,3.0000686199972035e-05,2.1452064299583435,2.045723946094513
