step,learning_rate,train_loss,val_loss
0,2.5e-06,5.04824315071106,5.052216157913208
50,0.0001275,4.725512084960937,4.709880704879761
100,0.0002525,4.052367658615112,4.029882283210754
150,0.0003775,3.569533386230469,3.5435749673843384
200,0.0005,3.2855147647857668,3.2332178068161013
250,0.0004982865854130426,3.151562728881836,3.0716489648818968
300,0.0004931713270951222,3.0377080965042116,2.965837812423706
350,0.00048472881703107254,2.945192813873291,2.8478877782821654
400,0.0004730821660285043,2.8319620847702027,2.7366062450408934
450,0.00045840120848500925,2.7337571811676025,2.6161733961105345
500,0.00044090002582020875,2.662388653755188,2.543825364112854
550,0.0004208338246865869,2.5783966112136842,2.4801147174835205
600,0.0003984952154818216,2.51134211063385,2.407519655227661
650,0.0003742099454302856,2.465252647399902,2.373147768974304
700,0.0003483321484549959,2.430483355522156,2.332604079246521
750,0.0003212391811075761,2.406395630836487,2.311360356807709
800,0.0002933261198600009,2.3678337955474853,2.2377496767044067
850,0.000265,2.3094201278686524,2.2560384702682494
900,0.0002366738801399991,2.325430290699005,2.2183417534828185
950,0.00020876081889242398,2.282711663246155,2.191853268146515
1000,0.0001816678515450041,2.2810028648376464,2.18325558423996
1050,0.00015579005456971439,2.248218801021576,2.1903501081466676
1100,0.0001315047845181784,2.2841216421127317,2.145484359264374
1150,0.00010916617531341318,2.2182422399520876,2.1231143856048584
1200,8.909997417979122e-05,2.2293351316452026,2.1448864459991457
1250,7.159879151499076e-05,2.2503764152526857,2.1392835140228272
1300,5.69178339714957e-05,2.244250497817993,2.1129595184326173
1350,4.527118296892754e-05,2.2291048979759216,2.0910173225402833
1400,3.682867290487778e-05,2.2272742414474487,2.1165973424911497
1450,3.171341458695732e-05,2.2089026761054993,2.14491336107254
1499,3.0000686199972035e-05,2.235070679187775,2.1079821681976316
